seq,title,writer,content
3087,제동생 mbti 뭘까요(긴글주의),INTP휴학중,"부모님은 테스트 권해서 아빠 enfp 엄마 istj가 나왔어요. 저는 intp구요. 이제 동생만 알아내면 되는데 몇번 해보라고 해도 딱히 관심이 없는지 안하네여동생 행동을 생각나는 대로 써보면편의상 음슴체로 할게여! 1. 사람만나는거 좋아함. 얼마전 군대 휴가나왔는데 첫날부터 약속 두탕뜀. 학교 다닐때도 일주일에 과동기, 동아리 친구, 선배들이랑 술 엄청 마심. 일주일에 식비 10만원 나와서 엄마한테 혼난적 많음. 카톡 300개는 기본으로 옴 2. 뭘 말할때 조금이라도 말이 길어지면 폰을 본다거나 딴짓을 함. 얘랑 대화할때는 결론을 미리 말해줘야 함. 근데 정작 자기는 말할때 맥락도 없고 횡설수설하며 말을 잘못함. 3. 우주적이거나 깊은 대화는 한 적이 거의 없음.주로 자기 주변 친구얘기마음에 안드는 애 욕을 나한테 한다던지엄청 많이 함. 그렇게 방금전까지 욕하던 애를 아무일 없었다는 듯 계속 만남.왜그러는 건지.. 4. 사람끼리의 관계에서 항상 손해보는 호구 포지션을 자처함. 자기가 엄청 바빠도 친구가 부르면 무조건 나가고 동아리나 팀과제때 힘든 일은 자기가 도맡는 듯. 힘들면 거절하면 되는데 남부탁을 거절도 못함. 그래놓고 힘들다고 나한테 싫은 사람 욕 엄청함. 5. 친구 엄청 많은 것 같은데 그 중에서 진짜 자기랑 친하다고 생각하는 애들은 많지 않음. 6. 관계속에서 상처를 쉽게 받음. 마음이 여리달까. 누구의 한마디 이런거. 그런데 그걸 밖으로 표현을 잘 못함. 서운한걸 가슴 한켠에 쌓아두고 더이상 참을 수 없을때까지 참는편. 7. 외로운걸 못견딤. 하루라도 사람을 안만나면 지루해함. 8. 사람 좋아하지만 막상 처음 만날땐 낯을 가림. 9. 나한테 맨날 책만 읽지 말고 나가서 사람좀 만나라고 함. 그렇게 말하는거 치고 책은 한자도 읽은적이 없음 10. 말투에 상처를 많이 받고 감정적임 11. 방이 굉장히 더러움. 나도 더러운 편인데얘는 엄마가 보고 고시원 방같다고 까무러침 12. 최루성 신파영화보고 감동받는편 13. 결정 장애 있음. 항상 나한테 이거할까 저거할까 물어봐놓고 결국은 자기 하고싶은대로 함. 14. 내 편이라는 거를 중요시함. 엄마한테 말도안되는 부탁을 할때도 엄마니까 들어줘야된다는 이상한 주장을 함. 친구한테 호구짓좀 그만하라고 해도 친구니까 해주는거라고 함. 15. 사람에게 기대를 많이 하고 실망도 많이함.누가 자기에게 조금만 호의적이면 착한 사람이라고 칭하고 그 사람이 자기기준 실망스러운 행동을 하면 그런사람인줄 몰랐다고 실망함. 16. sns 잘 안하고 공대 다님.  17. 일단 말로 지르고 보는 경향있음. 근데 막상 해놓은 것은 없음. 요란한 빈수레 18. 친구랑 기싸움이나 선의의 경쟁하는거 좋아함. 19. 삐지면 방문 잠그고 몇시간씩 안나옴. 자기가 잘못했을때도 일단 자기 기분을 풀어줘야한다고 생각함. 20. 엄마가 철없다고 함.  21. 약속 시간 잘지키고 과제도 미리 해두는편 22. 가끔은 아무생각 없이 막사는것 같기도함. 23. 친구랑 여행갈때 자기가 계획 다세움 24. 유머가 있는 편은 아님. 가족끼리 있을때도 주로 나랑 아빠가 드립치고 엄마랑 동생은 리액션 담당. 25. 나처럼 꿈이나 낭만 같은거 관심없음. 책을 읽고 전시회 갈 시간에 친구만나서 술한잔 할 사람임 글이 쓰다보니 길어졌는데 여기까지 읽으신 분들 감사합니다제가 mbti 알게된지 얼마안되서 얘는 진짜 감별이 잘 안되네요 궁예 잘하시는분들 부탁드릴게요!!"
3088,에고그램 테스트 했는데,ENTP untouchable,좋은 뜻은 아닌데 맞는말 같아요 경박할땐 경박해도 말은 잘 듣는데..
3089,남자 유형 감별해주세요~^^ㅎㅎ,초연 istp,"정이 많고 친밀함. 좋아하는 사람에게 적극적임혼자 밥먹는걸 극도로 싫어함 특히 밖에서집에 혼자 못있어서 없는 약속이라도 만들어야함그런데 본인 말로는 혼자있을때 에너지가 채워진다함가끔 너무 여림. 인형 무서워서 싫다고 함운동을 매우 좋아하고 잘함 선천적임새로운 곳에 호기심이 많음섬세하고 상대기분, 욕구 캐치하는 능력 뛰어남큰소리 나는것 싫어하고 화나면 혼자 삭히는 스타일"
3090,다른분들은 에고그램 재밌는말 나오던데..,초코쿠키ixxj,노잼인간인가요  여기에 어울리는 mbti는 뭔가요? Isfj  istj intj 로 진화 하고 있거든요 
3091,오는시람 선별하고 가는사람 안막는거,인프피놀자놀아,말그대로 오는사람 골라받고가는사람 쿨하게 안막는거 보통 어떤 타입성향인가요? IST분들이 그런것 같은데저는 NF인데 사회생활하다보니 관계의 가치관이 저렇게 바꼈어요.어릴땐 남이 날어케생각하는지 신경 많이 썼는데스트레스 받기싫어 신경끄는 습관들이니 성향이 혼자놀며 사람가리고 내 기준선 안의 정말친한사람한테만 푼수끼 등등이 발동해요. 그선 안에 있다 느꼈어도 틀어지고 가버리면 엥간함 안잡구요.
3092,[유머] MBTI 유형별 기도문,guaa INFJt,출처httpstwitter.comMemeMbtistatus1206565442237730816?s20
3093,눈보고 가능?? 맞춰보실?,이앨프,MBTI유형 맞춰주세요
3094,애니어그램(4w3) mbti (infp) 나왔네요,유리알유희infp,그리고 mbti 카가님께 검사의뢰해서 결과가 나왔답니다..아직 제대로 보지않았지만 단어심리유형이나 Mbtiq 검사결과가 똑같이 infp형이라네요 전문해석보고서를 발송드렸습니다 단어심리유형 검사결과도 동일하게 나왔습니다. 단어심리유형 결과 INFP 외향E24  내향I76감각S16  직관N84사고T9  감정F91판단J36  인식P64 뒤늦게 작가되려고 준비중인데 적성이 맞는거겠죠 
3095,리갈하이 보신분들?코미카도(남주) 의외로 인팁같지않나요?,스티브ENTP9w8spsx,"의외로 기능위계로 봤을 때TiNe분석이 깊지만 지엽적, 변론으로 따지면 표면적으로 잘 드러나지 않는 논리적헛점을 콬 찝어서 탈탈 털어내는 스타일NeTi발상의 폭이 무궁무진하지만 분석의 깊이가 얕고 불안정함, 변론으로 따지면 생각지도 못한 관점으로 논점을 파고들어 판을 뒤집어 엎는 스타일둘이 비교했을 때 전자라 보이거든요 그리고 코미카도는 주변 시선을 읽고 어느정도는 맞춰줄 줄도 알지만 상황에 따라 무시한다기보단3차 Fe 그냥 애초부터 주변이 안중에도 없는 쪽에 가까워서..예전에도 저게 정말 엔팁인가 싶었는데 지금보니 더 인팁같음"
3096,저도 눈 유형 감별 부탁드려요 🤔 (사진 내림),자스민,미방  사진은 나중에 펑할게요!   펑해버렸어요!
3097,눈 유형 맞추기,이 브 ENTP,사진 펑이 분의 유형을 맞춰보세요!
3098,제일 상대 페이스에 잘 안넘어가고 말하는 유형 뭘까요?(영상 있어요),꼬지보리,httpsyoutu.becGORJLQyoK8 저 영상 속 분이 쓰는 화법 엠비티아이로 따지면 누가 제일 잘 할까요?저는 일단 ISTP가 잘 할거 같아요
3099,Enfp가 흑화하면 어떤 모습이 될까요,아메리카노마시는,궁금해요
3100,제 친구 유형 궁예 ㄱㄱ,ssogarimania,젤 오래된 친군데 몇 달 동안 서로 연락 안 하다가 잠깐 드립치고 놀고 1년 뒤에 연락해도 잘 받아줌대화의 반 이상이 개소리 교환 
3101,배우 김소현은 어떤 유형일까요?,사과든배든,"동그란 눈이 좋아요 예쁨손글씨가 공부 잘하는 중딩 느낌 나서 귀엽기도 하고 청순하고, 또 어딘가 예의바른 것 같은 이미지도 좋아여"
3102,비의 MBTI가 뭘까요?,8B1T,놀면 뭐하니에 나오는 비가 너무 대단하더라고요 MBTI가 뭐라 생각하시나요? 인프피는 아닐거같아요
3103,저도 눈 감별해주세요~!,팬,일부러 임시로 아이디 간결화했어요  펑예입니다 검사해본거론 estp 에요 과거엔 에프였어고 지금도 에프를 지우고자 티를 강하게 내는건지 스스로 의문이긴해요  그나저나 확실친 않지만 친구이신분이 저를 알아보신것같네요  소름!
3104,이 눈은 무슨 유형처럼 보이세요? ㅎㅎㅎ,랑카 infp 4w5,어떤 유형으로 보일지 궁금하네요
3105,정말 친구까지 맞추신다면...,921120,돗자리 피셔야할것같아요... 친구부탁으로 올립니다  저랑 다르면서도비슷한친구에요
3106,저는 20년 넘게 F인줄 알고 살았는데 T에요,편살 intjp,"어렸을때부터 저하고 동일시, 감정분리 못하는 엄마의감정쓰레기통으로 살고특이하다고 학교에서 죽 왕따이거 콤보로맨날 다른사람 기분 살피고 사는게 기본 세팅이었어요그래서 고등학생 대학생때까지도 늘 F형이 나왔거든요근데 이제 직장다니고 결혼하고인생최대 안정적으로 살면서 보니제가 T더라고요 경계선 성격장애 경향도 조금 있어서 그것 열심히 고치고 있는데그거 고치면서 확실히 T로 변했어요아마 원래 T가 아니었나 싶어요 F라고 알고계신 분들중에 저같은 분도 있을 거에요"
3107,눈으로 보는 유형 궁금해요,집돌이intp,어떻게 올리다보니 눈썹 정리된거랑 안된거랑 올렸는데 저도 좀 봐주셔요 
3108,이런 여자 어떤 유형일까요?,dreams come true,농어촌봉사같은데 가면 딴 사람들은 별로 신경안쓰는데 굳이 밖에서 무더위속에서 일하는 사람들이 안타까워서 시원한 커피타주고 이런걸 즐김.아기 동물들을 좋아하고강아지 아기토끼.새끼 고양이.앵무새 .아기곰 등등 애교도 좀 있고 외모 꾸미는것에도 과하진 않지만 관심많은편..리더십이 많진 않지만 여자중에선 좀 있는편..책임감 있는편이나 거절 잘 못하고 우유부단.독서 자연을 좋아함.토론을 싫어하진 않지만 넘 철학적이거나 어려운 주제가 나오면 흥미가 사라짐. 이 정도로 유형 파악이 되나요?
3109,정말 눈으로 감별할수있나요?!!,921120,너무궁금해오 어떤유형일까봐주세요 !!! 
3110,그놈의 여러개 눈유형 답올립니다.ㅋㅋ,ENTfP SXsp,1번남자 ENFP2번여자 ISFP3번남자 ENTJ4번여자 ENTP5번남자 ISFJ였습니다.사진은 좀이따 펑할게요4번이 저여라
3111,저 퍼센테이지 봐주세요ㅎㅎ,주주ENFJ,ENFJ나왔는데몇달전에는 INFJ나왔었어요..옛날에 상대방이 했던 말 표정 옷 배경음악까지기억할정도로 기억력이 매우 좋은편.예민하지만 사교적이고 활발해보이기도...눈치빠르고 똑똑한편이에요애니어그램은 8번 지도자유형 나왔네요!
3112,"INFJ , ENFJ ..",주주ENFJ,몇달전에는 INFJ였는데최근에 ENFJ네요 E 51 I 49 로 박빙이라서 바뀌나봐요..근데 유형별 특징 읽어보면 INFJ 랑 조금 더 가깝구요.성격잘맞는 절친한테 물어보니 신기하게 ENTP였다는..mbti재밌네요
3113,저희 엄마 유형감별 해주세여. 좀 어려울걸요?,작아격리entp,"은근 단순함. 긍정적임. 틱킥 거리지만 감수성 매우 풍부함 그래서 눈물이 많음.사람들한테 자기 얘기잘함.상처 진짜 개잘받음 뭐 하나에 꽂히면 열정오짐 끝까지함.운동이나 쇼핑 등, 절대 안질려함. Mbti성격유형 검사 해보라고 폰 들이 밀었는데 23번 시도했지만 중간에 항목 너무 많다고 귀찮아서 포기하고 폰 던짐"
3114,약식 검사와 정식 검사 차이,비늘,안녕하세요. 약식 검사에서 이렇게 나오는데 아닐 수도 있죠? 약식 검사와 정식 검사 다르게 나오시는 분들이 많이 계신지 궁금합니다. ENTJ 사람 어떤지 궁금하네요.
3115,저 유형이 뭘까요??,자유로운 삶,"16뭐시기 테스트 했을 때는 ENFP라고 나오는데요.. 확실하게 하고 싶어서요제친구들은 모두 내향적성향이 나왔는데 한친구빼고 다저랑 궁합이 파국이더라구요..근데 평소에는 정말 잘맞아요.그래서 읭 내가  ENFP이 맞나??하는 생각이 들어서요... 저는 고등학교 재학 중인 학생입니다.저의 특징은1.일단 저는 저보다 텐션 높으면 힘들어요..금방 피곤 해지고 끌려 다니는 느낌이에요.2.저보다 텐션이 낮은 친구들하고 있을땐 주로 제가 리더 역할을 하는편입니다.만나자는 것도 제가 얘기하구요.그런데 약속은 하는데 제가 그장소에 가장 늦게 나타 납니다..시간을 중요하게 생각 안해요..3. 공부에 대한 계획은 하지만 지키기가 어려워요.. 일을 마감기간까지 미루는 경향이 있어요. 과제를 하루 전날 또는 당일 아침에 한다던가...4 오늘은 뭐해야겠다. 이런거를 정해두지 않고 그냥 생각 나는데로 움직여요.5. 무슨 고민 하나를 하면 그걸로 머릿속으로 소설을 쓰면서 걱정합니다.6.첫인상에 대한 선입견이 있어요. 제기준으로 첫인상 좋으면 말부터 걸어요.먼저 다가가는 타입입니다.또 주관적인 생각으로 상대방을 오해할때가 있어요.7. 제가 무기력해질때 너무 싫어요.. 우울하고 그래서 뭐라도 할려고 해요.8. 집에 계속있으면 우울하다가 적응되면서 밖에 안나가요.9.친구들을 많이 사귀기 보다는 몇명하고만 깊게 사귀는 편이에요.옛날에 크게 상처받은적이 있어요.10. 진로에 대한 고민이 제가 옛날부터 반복적인 근무는 정말 하기 싫었거든요..새로운거 하고싶고 여기저기 다니는거 하고 싶었어요.해외영업원,그리고 패션디자이너!11. 자신감이 부족해요..12.근데 원래 웃긴 성격은 아닌데 가끔씩 개그욕심 있어서 친구들을 웃겨요13.친구랑 있을때 조용하면 분위기가 어색해서 제가 먼저 말을 걸어요.14. 정확한 정보를 좋아해요. 15. 신경이 좀 예민하고 정이 많아요. 눈물도 많아요.근데 또 한번 돌아서면 냉정하게 돌아서요.. 그러면서 친구와 옛날 추억을 떠올려요..16.집에서 애교부리고 친구랑 메신저도 너무 딱딱할까봐 느낌표나 물음표 두개 밥 뭐 먹었어?? 모해? 이렇게 보내구 그러는데 밖에서는 애교는 안떨어도 잘 웃어주고.처음 보는 사람한테도 웃어요.수정17. 어린아이들도 좋아해요 같이 놀아주는게 체력적으로 힘들긴해도. 애들이랑 놀아주는게 즐거워요.18. 제가 남들한테 피해주는 것도 싫고 피해 받는것도 싫어해요19.해줄 수 있는 부탁이면 다 들어줍니다! 안한다고 하면 마음이 안좋아서..너무길죠  제 성격 유형 감 오시는 분 있을까요? 남겨주시면 감사 하겠습니다!"
